,시도,장소유형,상호명,주소(도로명),노출일시,소독여부
20,세종,병원,"CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.",완료
21,세종,학원,"CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.",완료
22,세종,학원,"CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.",소독완료
23,세종,학원,"CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.",소독완료
24,세종,학원,"CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.",소독완료
25,세종,학원,"CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.",소독완료
26,세종,학원,"CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.",소독완료
27,세종,병원,"CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.",소독완료
28,세종,약국,"CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.",소독완료
29,세종시,공공기관,"CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.",소독완료
30,세종,병의원,"CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.",소독완료
31,세종,식당,"CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.",소독완료
32,세종,교회,"CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.",소독완료
33,세종,병의원,"CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.",소독완료
34,세종,운동시설,"CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.","CCTV, 관련자 진술 등 역학조사 결과 접촉자 파악 완료로 비공개 합니다.",소독완료
